id;sku;title;category;pegi;price;ean;image;stock;brand;language_in_game;language_on_cover;language_subtitles;usk_on_disc;Band Material;Band Size;Band Width (mm);Bed Legs Material;Capacity (GB);Case Diameter (mm);Character;Club;Color;Content (cl);Content (g);Content (ml);Cup Size;Diameter (cm);Edition;Fit;Format;Gift Card Value;Grip;Grip Size;Height;Height (cm);Lenght (cm);Length;Length (cm);Length (m);Length Size (inches);Mattress Firmness;Mattress Toppers;Mattress Type;Number of Drinks;Primary Color;Region;Ringsize Circumference (mm);Season;Shoe Size (EU);Size;Size (cm);Size (EU);Suit Size;Theme;Value;Volume (L);Volume (ml);Waist Size (inches);Wheel Size (inches);Width;Width (cm);description
236UB5;1164501;FIFA 21 NXT LVL Edition (Nordic);Video Games and Consoles - PlayStation 5 - Games;3+;53.73;5030935124576;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/236UB5/3c7472fd94a84c01a055777effbb50c2.jpg/f/fifa-21-nxt-lvl-edition-nordic.jpg;60;;English;Danish,Finnish,Norwegian,Swedish;Danish;0+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;Nordic;;;;;;;;;;;;;;;;<p>FIFA 21 NXT LVL EDITION**&nbsp includes content for FIFA Ultimate Team, including:</p><ul><li>3x Rare Gold Packs and 1x Mega Pack</li><li>Player Loan Items (5 match loan items): Kylian Mbappe Base Loan Item, FUT Ambassador Loan Player Pick Item, FIFA Next Ambassador Loan Pack&nbsp</li><li>Soundtrack Artist FUT Kits & Stadium Vanity Items</li></ul><p>Create more scoring opportunities than ever before with all-new dynamic attacking systems in the most intelligent FIFA gameplay to date.</p><p>FIFA 21 raises playersâ intelligence and decision-making to new levels both on and off the ball, creating more realistic and informed movement, building on the intensity of 1v1 situations, and unlocking the conditions for a true-to-life footballing experience that rewards you for your creativity and control all over the pitch.</p><p><b>Agile Dribbling&nbsp</b>- In football, 1v1 situations can open up goal-scoring opportunities that determine the course of a match. In FIFA 21, the new Agile Dribbling system puts more tools at your disposal when you come up against a defender. Fast footwork gives you greater control and responsiveness to let you retain the ball and create space in one-on-one situations, and new skill moves like the bridge dribble and ball roll fake turn also provide you with the means to explode past defenders.</p><p><b>Positioning Personality</b>&nbsp- Being in the right place at the right time to receive the ball, step in for a crucial interception, or make a goal-saving tackle differentiates the worldâs best players from the rest. In FIFA 21, Positioning Personality elevates footballersâ in-game intelligence to match their real world understanding of space and time, allowing top players to anticipate the play, move more intelligently across the pitch, and take up more advantageous positions. World-class forwards will hold their runs to stay level with the last defender to stay onside, playmakers will hunt for space to operate between the lines, while the best defenders will close down passing lanes more effectively to make it harder for the opposition to create opportunities.</p><p><b>Creative Runs</b>&nbsp- New options for influencing your teamâs movement off the ball revolutionise attacking build up play in FIFA 21, giving you more ways to break down the defence:</p><ul><li><b>Directed Runs</b>&nbsp- Take full control over the direction of the runs your teammates make by flicking the right stick after triggering a run.</li><li><b>Directed Pass and Go</b>&nbsp- Decide where your teammate makes their run after a pass by immediately flicking the right stick in the desired direction.</li><li><b>Player Lock</b>&nbsp- Press in both sticks to lock to your current player when in attack. For more control, flick the right stick to switch away from a locked player and control your teammateâs movement before calling for a return pass.</li></ul><p><b>Natural Collision System</b>&nbsp- A re-imagined player collision and movement system unlocked by brand new animation systems create smoother player interactions all over the pitch. In FIFA 21, key footballing moments including goalmouth scrambles, battles for possession in the midfield, and attacking duels will resolve more seamlessly than ever before, resulting in more natural encounters between players as they strive to reach the ball.</p><p><b>Competitor Mode</b>&nbsp- Replicating the play style of the best FIFA players in the world, the Competitor Mode setting gives your opposition a better grasp of skill moves, dribbling types, and tactics to give you a more challenging and rewarding opponent to match up with on Legendary and Ultimate difficulty.&nbsp</p><p><b>Fundamentals of Football</b>&nbsp- Informed by feedback from the community, revisions to the fundamentals of football in FIFA raise the game throughout the pitch:</p><ul><li><b>Passing&nbsp</b>- A more perceptive understanding of space and opposition positioning allows players to play a more intelligent passing game.</li><li><b>Blocking&nbsp</b>- A new blocking system in FIFA 21 creates more balanced outcomes when defenders block shots and crosses.</li><li><b>Responsiveness&nbsp</b>- Faster reaction times unlock more responsive players, enabling them to better escape from tight situations when under pressure from opponents.</li><li><b>Manual Headers&nbsp</b>- Take full control over headed shots and passes with manual headers that send the ball exactly where you aim.</li></ul><p><b>CAREER MODE</b></p><p>Manage Every Moment in FIFA 21 Career Mode with new innovations that create additional depth in matches, transfers, and training to give you more control over your teamâs rise to the top and make it easier than ever for you to begin your managerial career.</p><p><b>Interactive Match Sim&nbsp</b>- Experience a whole new way to play out your season with the Interactive Match Sim, a huge leap in gameplay interactivity that gives you control over the outcome of every game. Jump in and out of matches at any point during the 90 minutes to influence the course of the action, or take charge of key moments including penalties and free kicks thanks to new contextual prompts that let you change the outcome of the match. Enhanced match data also enables you to manage the game with precision, giving you the ability to make changes directly from the sim based on the match stats and your playersâ performance levels and stamina.</p><p><b>Player Development&nbsp</b>- Manage your playersâ development in greater detail with a revamped growth system. Turn right backs into right wingers, defensive midfielders into centre backs, and more to fill gaps in your team, and monitor player attribute changes during training to see how your squad is progressing.</p><p><b>Active Training and Match Sharpness</b>&nbsp- Get more insight into your squadâs performance levels with match sharpness, a new attribute that indicates how likely your players are to perform in the most crucial moments during the course of a game. Increase your playersâ sharpness with a new Active Training System that gives you the ability to set up group training sessions to improve the likelihood of your strikers putting big chances away or of defenders making key tackles.</p><p><b>Weekly Schedule Planning</b>&nbsp- Plan your teamâs training schedule with a new activity management system. Decide when to train and when to rest during the week as you balance your playersâ sharpness with morale and fitness to make the difference between winning and losing.</p><p><b>Player Feedback System&nbsp</b>- A new system gives you a visual indication of your playersâ readiness for the upcoming game, enabling you to see your playersâ morale, sharpness, and fitness at a glance. See which players are in top condition and ready for action, who could use more time on the training ground or a break to recover some fitness, as well as the effect of playing a player out of position on their in-game stats as you choose the best eleven for each match you play.</p><p><b>Enhanced Opposition AI</b>&nbsp- Enhanced opposition AI sees opponents approach games with more intelligence in both defence and attack. New systems create more informed AI decision-making in marking, tackling, passing and dribbling to present you with more challenges during each match and keep your Career fresh from game to game.</p><p><b>New Transfer Options</b>&nbsp- Enhanced transfer realism provides both human and AI-controlled teams with new ways to sign players. Make Loan to Buy offers with optional or mandatory future transfer fees to secure new talent for your team, and respond to AI manager-initiated player swap proposals as you look to master the transfer market.</p><p><b>New Set-Up Options&nbsp</b>- Customise your Career Mode with new initial set-up options. Get a more true-to-life experience of negotiating signings on the transfer market with Authentic Transfers, or boost your teamâs starting budget to help you build your squad with Financial Takeover.</p><p><b>Expanded League Themes</b>&nbsp- Enjoy deeper immersion and authenticity with expanded custom league-specific themes for some of the worldâs most prestigious and most played competitions that now span more areas of Career Mode - including the UEFA Champions League and CONMEBOL Libertadores.</p><p><b>EA SPORTS VOLTA FOOTBALL</b></p><p>More ways to play. More customisation. More locations. Experience the soul of the streets together with friends as you show off your style in cages and courts around the world throughout various forms of small-sided football.&nbsp</p><p><b>VOLTA SQUADS:&nbsp</b>Experience a more social street football with VOLTA SQUADS, a new way to join together with up to three friends or drop into the community with other VOLTA FOOTBALL players and win as one in 5v5 online cooperative play. Connect with friends through a reimagined VOLTA hub that brings your squad and uniquely customised avatars to the centre of the action before taking to the pitch to challenge your opponents, climb the ranks, and collect rewards through weekly events.</p><p><b>Gameplay:</b>&nbspNew VOLTA FOOTBALL gameplay additions make for a more realistic and rewarding small-sided football experience, with a new game pacing and intelligent squad movement creating more opportunities to let you play to the rhythm of the streets. Energised skill moves and Agile Dribbling raise the excitement of going up against a defender to add to the number of ways you can go past - or even through - opposition players, while defensive counters like a new blocking system ensure 1-on-1 situations are more rewarding on both sides of the ball.</p><p><b>Customisation:</b>&nbspBring football and fashion together as you customise and personalise your male or female VOLTA AVATAR with a vast array of new apparel from adidas, professional football clubs, street football teams, and celebrity-designed collections.</p><p><b>FEATURED BATTLES:&nbsp</b>Recruit the biggest names from the world of football and beyond to your VOLTA SQUAD in the all-new FEATURED BATTLES mode. Match up against AI-controlled star players as well as squads from the VOLTA FOOTBALL community as you compete for points and rewards in FEATURED BATTLES.</p><p><b>Locations:</b>&nbspIn VOLTA FOOTBALL, over 20 unique pitches across six continents come to life with truly unique atmospheres that give you a taste of each locationâs authentic street football culture. Step into the party atmosphere of Sao Pauloâs Downtown, bring out the flair on the concrete of a Milan street pitch, or show off inside a stunning high-tech Dubai geodesic dome as you flaunt your skills in five brand new footballing playgrounds.</p><p><b>Match Types:</b>&nbspPlay it your way. Enjoy various forms of small-sided football including 3v3 Rush (No GKs), 4v4, 4v4 Rush, 5v5 and Professional Futsal, and play matches on various pitch sizes with or without walls.</p><p><b>Additional Modes:</b></p><ul><li><b>THE DEBUT:</b>&nbspDiscover the world of street football in THE DEBUT. Choose your path through a narrative-based introduction to VOLTA FOOTBALL that features some of the biggest names in the game.</li><li><b>VOLTA KICK-OFF:</b>&nbspFace off with your favourite professional teams in any of VOLTA FOOTBALLâs locations and play various forms of small-sided football both with and without goalkeepers.</li></ul><p>More details to be announced later this year.</p><p><b>FIFA ULTIMATE TEAM</b></p><p>Enjoy brand new ways to play the most popular mode in FIFA as you build your dream squad of players past and present in FIFA 21 Ultimate Team.</p><p><b>FUT Co-Op</b>&nbsp- Win as One in FIFA 21 Ultimate Team with FUT Co-Op, a new way to team up with friends online and compete for rewards. Join forces in both Division Rivals and Squad Battles to earn weekly progress, and work towards brand new Co-Op Objectives that reward playing together beyond winning on the pitch.</p><p><b>Expanded Club Customisation&nbsp</b>- Make your FUT Club truly unique with a range of new and expanded ways to customise your teamâs look both on the pitch and in the stands.</p><p><b>One FUT Club</b>&nbsp- If you upgrade to the next generation consoles using Dual Entitlement you can take your FUT Club from PlayStation 4 to PlayStation 5 or Xbox One to Xbox Series X and back again with cross-gen transfer markets and leaderboards in FUT 21. Discless consoles require digital purchase of entitlement to upgrade.&nbsp Conditions and restrictions apply. See&nbsp<a href=https://www.ea.com/games/fifa/fifa-21/news/dual-entitlement-terms-and-conditions>https://www.ea.com/games/fifa/...</a>&nbspfor details.&nbsp</p><p>Full features to be announced in August 2020.</p><p><b>UNRIVALED AUTHENTICITY</b></p><p>Play with unrivaled authenticity in FIFA 21 with over 17,000 players and 700+ teams alongside more than 90 stadiums and 30+ leagues that give you the most true-to-life experience of The Worldâs Game. FIFA 21 is the only place you can experience exclusive access to the worldâs biggest competitions including the UEFA Champions League, UEFA Europa League, CONMEBOL Libertadores, CONMEBOL Sudamericana, Premier League, Bundesliga, and LaLiga Santander.</p><p><br></p>
235K47;1154618;Untitled Goose Game;Video Games and Consoles - PlayStation 4 - Games;3+;16.75;0811949032591;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235K47/945c4cc20f754b6a9a795bd78eb11701.jpg/f/untitled-goose-game.jpg;153;;English;English,Spanish,Italian;English,French,German,Italian,Polish,Russian,Spanish;0+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>It's a lovely morning in the village, and you are a horrible goose.</p>
AH4RS3;1126376;Logitech G635 7.1 Surround Sound LIGHTSYNC Gaming Headset;Electronics - Audio & HiFi - Headphones & Headsets - Over Ear;;80.31;5099206081925;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AH4RS3/ddf219e8430240e691b5ad5942438536.jpg/f/logitech-g635-7-1-surround-sound-lightsync-gaming-headset.jpg;174;Logitech;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;<p><strong>ADVANCED AUDIO TECHNOLOGY FOR GAMING</strong></p><p>Logitech G635 is a premium gaming headset, enhanced with the<br>most advanced Logitech audio technology. Hear more detail with<br>large 50-mm Pro-G drivers, made of woven hybrid mesh designed<br>to reduce distortion. LIGHTSYNC RGB lighting is fully customisable<br>and reacts to in-game action on supported games. For maximum<br>immersion, DTS Headphone:X 2.0 surround sound creates precise<br>in-game positional awareness. Hear enemies sneaking up behind<br>you, sense air attacks or special-ability cues, and enjoy the full<br>cinematic experience of your favourite games. Additional gaming<br>features include a large 6-mm flip-to-mute mic and<br>programmable G-Keys on the headset.</p><p><strong>WHATâS IN THE BOX</strong><br>â¢ Surround-sound gaming headset<br>â¢ Micro-USB cable<br>â¢ 3.5 mm audio cable<br>â¢ User documentation<br>â¢ 2-year manufacturerâs guarantee<br>FEATURES<br>â¢ Large 50-mm Pro-G drivers for great<br>sonic depth and clarity<br>â¢ Full-spectrum LIGHTSYNC RGB<br>lighting<br>â¢ Immersive DTS Headphone:X 2.0<br>surround sound<br>â¢ 6-mm flip-to-mute boom mic<br>â¢ Programmable G-Keys<br><br><strong>SYSTEM REQUIREMENTS</strong><br>â¢ PC with WindowsÂ® 7 or later<br>â¢ Mac OS X 10.10 or later<br>â¢ USB 2.0 port<br>ANALOGUE:<br>â¢ PC, console or mobile device with<br>a 3.5 audio jack<br>â¢ (Optional) Internet access for<br>Logitech G HUB Software<br>TECHNICAL SPECS<br>HEADPHONE:<br>â¢ Driver: 50 mm<br>â¢ Frequency response: 20 Hz-20 kHz<br>â¢ Impedance: 39 ohms (passive),<br>5k ohms (active)<br>â¢ Sensitivity: 93 dB SPL/mW<br>MICROPHONE (BOOM):<br>â¢ Microphone pickup pattern: cardioid<br>(unidirectional)<br>â¢ Size: 6 mm<br>â¢ Frequency response: 100 Hz-10 kHz</p>
235CN6;1153262;Sony Playstation 5 Dualsense Controller White;Video Games and Consoles - PlayStation 5 - Accessories - Controllers;;53.14;0711719399506;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235CN6/50a17a1c298e4c36819cf476d791c420.jpg/f/sony-playstation-5-dualsense-controller-white.jpg;574;Sony;;English;;;;;;;;;;;White;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Feel physically responsive feedback to your in-game actions with dual actuators which replace traditional rumble motors. In your hands, these dynamic vibrations can simulate the feeling of everything from environments to the recoil of different weapons.</p><p><strong>Adaptive triggers</strong><br>Experience varying levels of force and tension as you interact with your in-game gear and environments. From pulling back an increasingly tight bowstring to hitting the brakes on a speeding car, feel physically connected to your on-screen actions.<br><br><strong>Find your voice, share your passion</strong><br>Built-in microphone and headset jack<br>Chat with friends online3using the built-in microphone âor by connecting a headset to the 3.5mm jack. Easily switch voice capture on and off at a momentâs notice with the dedicated mute button.<br><br><strong>Create button</strong><br>Capture and broadcast your most epic gaming moments with the create button. Building on the success of the pioneering SHARE button, âcreateâ offers players more ways to produce gaming content and broadcast their adventures live to the world.<br><br>A gaming icon in your hands<br><br><strong>Signature comfort</strong><br>Take control with an evolved, two-tone design that combines an iconic, intuitive layout with enhanced sticks and a reimagined light bar.<br><br><strong>Familiar features</strong><br>The DualSense&trade wireless controller retains many DUALSHOCKÂ®4 features, returning fora new generation of play.<br><br><strong>Built-in battery</strong><br>Charge and play, now via USB Type-C.</p><p><strong>Integrated speaker</strong><br>Select games take on an extra dimension with higher-fidelity sound effects bursting from the controller.<br><strong><br>Motion sensor</strong><br>Bring intuitive motion control to supported games with the built-in accelerometer and gyroscope</p>
2358SD;1151824;Skully;Video Games and Consoles - Nintendo Switch - Games;7+;14.44;5016488135566;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2358SD/74ab5bbd8da641e2a5d3116e74e2ea40.jpg/f/skully.jpg;26;;English;English;English,French,Italian,German,Spanish,Portuguese,Russian;;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Fate has bestowed Skully a second chance at life when an enigmatic deity reanimates the skull through the power of magical clay after it washes upon the shore of a secluded isle. Skully must hop, skip, and roll through this diverse island habitat teeming with obstacles and puzzles to intervene in a feud between the deityâs three siblings whose quarrel jeopardizes the place they call home.<br></p><p><strong>KEY FEATURES</strong></p><p><strong>Hop, skip and roll your way to victory</strong><br>Dodge obstacles across the island as Skully, a reanimated skull brought back to life by the power of magical clay.<br><strong><br>Adapt to your environment</strong><br>Transform into three distinct forms to overcome challenges & defeat enemies.<br><br><strong>Traverse a mysterious island</strong><br>Roll through 18 different levels in 7 lush environments each packed with unique dangers.<br><br><strong>Explore a compelling story<br></strong>Fully voiced dialogue and cutscenes breathe life into the islandâs inhabitants and the charming world of Skully!<br><br><strong>Stop a destructive rivalry<br></strong>Discover the secret behind the deityâs family conflict and end their quarrel.</p>
2358SG;1151827;Skully;Video Games and Consoles - Xbox One - Games;7+;17.91;5016488135559;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2358SG/d19c26776e7c4616b18456a06c590335.jpg/f/skully.jpg;2;;English;English,French,Dutch,Spanish;English,French,Italian,German,Spanish,Portuguese,Russian;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Fate has bestowed Skully a second chance at life when an enigmatic deity reanimates the skull through the power of magical clay after it washes upon the shore of a secluded isle. Skully must hop, skip, and roll through this diverse island habitat teeming with obstacles and puzzles to intervene in a feud between the deityâs three siblings whose quarrel jeopardizes the place they call home.<br></p><p><strong>KEY FEATURES</strong></p><p><strong>Hop, skip and roll your way to victory</strong><br>Dodge obstacles across the island as Skully, a reanimated skull brought back to life by the power of magical clay.<br><strong><br>Adapt to your environment</strong><br>Transform into three distinct forms to overcome challenges & defeat enemies.<br><br><strong>Traverse a mysterious island</strong><br>Roll through 18 different levels in 7 lush environments each packed with unique dangers.<br><br><strong>Explore a compelling story<br></strong>Fully voiced dialogue and cutscenes breathe life into the islandâs inhabitants and the charming world of Skully!<br><br><strong>Stop a destructive rivalry<br></strong>Discover the secret behind the deityâs family conflict and end their quarrel.</p>
AB5T9M;178904;Legend of Zelda: A Link Between Worlds (Select);Video Games and Consoles - Nintendo 3DS - Games;7+;13.85;0045496528980;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AB5T9M/cb44cd3ef6ea49faad55ed7de4519216.jpg/f/legend-of-zelda-link-between-worlds-select.jpg;23;;English;English;;6+;;;;;;;;;;;;;;;Selects;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	The Legend of Zelda: A Link Between Worlds follows on from the story of the 1992 Super NES instalment, telling a new story in the kingdom of Hyrule. The 3D visuals of Nintendo 3DS bring a new layer of depth to the game world, allowing you to experience heights like never before. It might once have been difficult to tell the difference between floor levels, but they are now quite clear, lending more realism to the battles and dungeon exploration! 	<br>	<br>	The Legend of Zelda: A Link Between Worlds introduces an all-new set of puzzles and dungeons! This time, Link can move across walls as if he were painted on them. This changes your point of view completely, allowing you to think in a new dimension and solve a fresh set of puzzles.</p>
2368RD;1159977;Sniper Elite 4;Video Games and Consoles - Nintendo Switch - Games;16+;25.41;5056208808615;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2368RD/0874bf406a75408fab5033fd0125788a.jpg/f/sniper-elite-4.jpg;3;;English,French,German,Spanish,Italian,Russian;English;English,French,German,Spanish,Italian,Russian;18+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>	Sniper Elite 4 is the next game in the award-winning, chart-topping shooter series.</p><p>	Launching 2017, Sniper Elite 4 combines genre-defining ballistics, breathless emergent stealth, and gripping thirdperson action across the largest and most diverse environments ever seen in a Sniper Elite game.</p><p>	<strong>WELCOME TO ITALY, 1943</strong></p><p>	Set in the aftermath of its award-winning predecessor, Sniper Elite 4 continues the series' World War Two heritage by transporting players across the beautiful Italian peninsula, from sun-drenched Mediterranean coastal towns, to colossal Nazi megastructures, daunting forests and giddying mountain monasteries inspired by Monte Cassino.</p><p>	Covert agent and elite marksman Karl Fairburne must fight alongside the brave men and women of the Italian Resistance to help free their country from the yoke of Fascism, and defeat a terrifying new threat with the potential to halt the Allied fightback in Europe before it's even begun.</p><p>	If his mission fails, there will be no Operation Overlord, no D-Day landings, and no Victory in Europe.</p><p>	<strong>TRUE NEXT-GENERATION SNIPING.</strong></p><p>	Running in native 1080p on both PlayStation 4 and Xbox One, Sniper Elite 4 is the first game in the series built from the ground-up for next generation hardware.</p><p>	With an expansive campaign for 1-2 players and dedicated co-op and adversarial multiplayer modes, Sniper Elite 4 aims to deliver the definitive World War Two shooter for a generation, with unrivalled sniping freedom across maps many times the size of those seen in Sniper Elite 3</p>
AG3FM8;1088415;Soul Calibur VI;Video Games and Consoles - Xbox One - Games;16+;13.85;3391891997683;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AG3FM8/56bd1f8b61dd4862976517c90281dd7d.PNG/f/soul-calibur-vi.PNG;333;;English;English;English,German,Spanish,French,Italian,Portuguese,Russian;16+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Sharpen your swords, put on your armour and get ready to fight! SoulCalibur, the game that defined weapon-based 3D fighting games, is back!</p><p>Two decades after its first iteration, SoulCalibur VI returns to its roots while taking the gameplay further with brand-new features. Travel through the signature 16th century stages and experience the struggle for the two legendary swords using a complete roster of returning iconic SoulCalibur characters, along with some newcomers!  </p><p>SoulCalibur has never looked more dynamic or dramatic, intensified by eye-popping graphics powered by Unreal Engine 4.  </p><p><u>Features list: </u>  </p><ul><li>The legendary weapon-based 3D fighting game returns to its roots  </li><li>State of the art graphics powered by Unreal Engine 4   </li><li>A complete roster of returning characters and newcomers  </li><li>An epic story mode of the struggle for the two swords   </li><li>Revamped gameplay mechanics for intense showdowns   </li><li>Dynamic fights enhanced by cinematic-styled combat  </li><li>Coming to PS4, Xbox One and PC in 2018</li></ul>
AB7HU2;1013491;Logitech - G533 Wireless Gaming Headset;Electronics - Audio & HiFi - Headphones & Headsets - Over Ear;;100.54;5099206069800;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AB7HU2/0575e82fd6de4faab70a19368bfb88b3.jpg/f/logitech-g533-wireless-gaming-headset.jpg;493;Logitech;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>Logitech G533 Wireless Gaming Headset features Pro-G audio drivers and DTS Headphone:X 7.1 surround technology with the remarkable ability to recreate the in-game environmental effects and positional audio game designers intended you to hear. Get up to 15-m range with lossless digital audio transmission and up to 15 hours of battery life. With the latest in materials and manufacturing techniques, G533 is designed to be a durable, yet lightweight headset that you can wear for hours. It also features a noise-cancelling microphone on a folding extending boom, easy-to-reach volume control roller and mic mute button. Use Logitech Gaming Software for audio fine-tuning and customisation.</p>
235K48;1154619;Sayonara Wild Hearts;Video Games and Consoles - PlayStation 4 - Games;12+;11.84;0811949032751;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235K48/fab5e4b7b6274de7a2ee650842f3387a.png/f/sayonara-wild-hearts.png;483;;English;English,Spanish,French;Dutch,English,French,German,Italian,Polish,Portuguese,Russian,Spanish;6+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Sayonara Wild Hearts is a dreamy arcade game about riding motorcycles, skateboarding, dance battling, shooting lasers, wielding swords, and breaking hearts at 200 mph.<br><br>As the heart of a young woman breaks, the balance of the universe is disturbed. A diamond butterfly appears in her dreams and leads her through a highway in the sky, where she finds her other self: the masked biker called The Fool.<br></p>
235K4A;1154621;Sayonara Wild Hearts;Video Games and Consoles - Nintendo Switch - Games;12+;15.6;0811949032706;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/235K4A/685080f311544c71a3058bea0f6b54b9.png/f/sayonara-wild-hearts.png;459;;English;English,Spanish,French;English,French,Italian,German,Spanish,Russian,Polish,Portuguese,Turkish,Dutch;12+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Sayonara Wild Hearts is a dreamy arcade game about riding motorcycles, skateboarding, dance battling, shooting lasers, wielding swords, and breaking hearts at 200 mph.<br><br>As the heart of a young woman breaks, the balance of the universe is disturbed. A diamond butterfly appears in her dreams and leads her through a highway in the sky, where she finds her other self: the masked biker called The Fool.<br></p>
2358JB;1151652;Paper Mario: The Origami King;Video Games and Consoles - Nintendo Switch - Games;7+;26.0;0045496426385;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/2358JB/ed308338e55e41c693263b3064c63760.jpg/f/paper-mario-origami-king.jpg;2184;;;English;English,French,German,Spanish,Italian,Dutch;0+;;;;;;;;;;;;;;;Standard;;;;;;;;;;;;;;;;;;English;;;;;;;;;;;;;;;;<p>Mario faces one of his most thrilling challenges yet in Paper Mario: The Origami King when the dangerous King Olly unleashes his plan to fold the entire world. Just when matters couldnât get worse, heâs bound Princess Peachâs Castle in giant, colored streamers and transported it to a distant mountain. Heâs even transformed Bowserâs minions into Folded Soldiers and enlisted them in his treacherous cause.</p><p>Luckily, Mario is equipped with a range of new tools at his disposal to help secure victory. One of Marioâs new abilities, called 1000-Fold Arms, allows you to interact with the landscape by stretching out and pulling, peeling and revealing new locations, helping you to solve puzzles and uncover unexpected surprises. Along the way, youâll enlist the help of characters old and new, such as King Ollyâs good-natured sister, Olivia, along with a range of unlikely allies, including Bowser himself! If they havenât yet folded to the whims of King Ollyâs origami will, Mario will accept all the help he can find with open arms!</p><p>Paper Mario: The Origami King also introduces a new ring-based battle system that lets you flex your puzzle-solving skills to line up scattered enemies and maximize damage. While the enemies may be crafted from paper, these dynamic, turn-based battles are far from stationary. Itâll require a sharp mind to make short work of these crafty enemies.</p>
BG46VH;92124;Minecraft;Video Games and Consoles - PlayStation 3 - Games;7+;21.94;0711719412410;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/BG46VH/f83a75f6b8474c2f83ca0eb441063e35.jpg/f/minecraft.jpg;827;;English;English;English,French,Norwegian,Swedish,German,Danish,Italian,Spanish;6+;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;<p>	The famous Minecraft comes to the PlayStation 3. You can create your own game world and explore and build. When night falls the monsters will start to appear, so you will have to ensure your safety by making yourself a shelter before they arrive. Make it through the night, to see another day and the world is only limited by your own imagination - You choose what you want to make, what to do and how to get the results you want. You can play on your own, cooperatively with friends in 2 player and 4 player split screen modes, or online with up to 8 players.</p>
AE7348;1119041;Logitech MX Anywhere 2S Wireless Bluetooth Mouse for Mac and Windows - Graphite;Computers - Keyboards, Mice & Other Input Devices - Mice;;45.64;5099206073050;https://scale.coolshop-cdn.com/product-media.coolshop-cdn.com/AE7348/58f5bfd579264b7f80dad73ed534a197.jpg/f/logitech-mx-anywhere-2s-wireless-bluetooth-mouse-for-mac-and-windows-graphite.jpg;111;Logitech;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;;;;;;;Black;;;;;;;;;;;;;;;;;<p>MX ANYWHERE 2S is the advanced mobile mouse for super users. Use the power of Logitech FLOW and get a brand new one<br>level with the use of multiple computers. You can manage up to three computers and seamlessly move text, images and files<br>across the devices. You can fly through documents with the fast-scrolling scrolling function. MX ANYWHERE 2S can hold<br>for more than two months at full charge, and in just three minutes you'll get enough power for a full day of use. You can work<br>pretty much anywhere with super accurate registration - even on glass. * The compact curved shape is made<br>to give you the control you need everywhere - at home, at work and on the go. * At least 4 mm thick.<br>The advanced mobile mouse for super users. Now you can seamlessly manage up to three computers and move content between them.<br>You can copy and paste text, move images and files between the devices with the power of FLOW.</p><p>MX ANYWHERE 2S<br>Achieve a whole new level with the use of multiple computers<br>- Move content across three computers with the power of FLOW<br>- Enjoy the flawless control on virtually all surfaces - even glass * - with super accurate Darkfield &trade registration<br>- Fast rechargeable battery that lasts up to 70 days on one full charge **<br>* At least 4 mm thick.<br>** Battery life may vary depending on usage.</p><p>The box contains<br>- Wireless mouse<br>- Unifying receiver<br>- Micro USB cable for charging<br>- User Manual<br>2 years factory warranty and full support</p>
