Art.Nr;Titel;Warengruppe;System;Genre;Label;Nachbestellbar j/n;Bestand;Laufzeit-Gesamt;FSK;EAN;EK-Preis;Bewertung;Empf.VK;Aktions VK;Aktions EK;Darsteller 1;Regisseur;DVD-Anzahl;Beschreibung;Original BestellNr;VÖ-Datum;Lieferant;aktiv;Jpg-Pfad
332971;Wii Componenten Kabel  EX;Wii Zubehör;Wii;Zubehör;Eaxus;J;       0;;33;4260183010883;       5,30;;     9,99;     9,99;;;;  1;Wii EAXUS Komponenten Kabel mit vergoldeten Anschlüssen <BR><BR>Verbinden Sie Ihren Nintendo Wii in bestmöglicher Qualität <BR> mit jedem Plasma-LCD-TV oder Beamer. <BR><BR>Das 1,80 Meter lange EAXUS Wii Komponentenkabel hat <BR> vergoldete Anschlüsse.<BR><BR><BR>;;19.09.2009;Sonderposten;1;https://bilderserver.vitrex.de/332971.jpg
333835;PS2 Memory Card  16MB EX;PS2 Zubehör;PS2;Zubehör;Diverse;J;       0;;33;4911546782328;       5,90;;     9,99;     9,99;;;;  1;16 MB Memory Card für PS2.<BR>;;10.01.2009;Sonderposten;1;https://bilderserver.vitrex.de/333835.jpg
335603;USK-Aufkleber USK: 0 weiß 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;       3;;33;;       3,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/335603.jpg
335604;USK-Aufkleber USK: 6 gelb 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;      24;;33;;       3,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/335604.jpg
335605;USK-Aufkleber USK:12 grün 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;       2;;33;;       3,49;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/335605.jpg
335606;USK-Aufkleber USK:16 blau 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;       0;;33;;       3,49;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/335606.jpg
335607;USK-Aufkleber USK:18 rot 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;       0;;33;;       3,49;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/335607.jpg
346062;FSK-Aufkleber FSK:  0 weiß 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;      28;;33;;       2,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/346062.jpg
346064;FSK-Aufkleber FSK: 12 grün 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;       6;;33;;       2,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/346064.jpg
346065;FSK-Aufkleber FSK:  6 gelb 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;      41;;33;;       2,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/346065.jpg
346066;FSK-Aufkleber FSK: 16 blau 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;       0;;33;;       2,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/346066.jpg
346068;FSK-Aufkleber FSK: 18 rot 100-er Pack;Multiplattform;Multiplattform;;Diverse;J;      20;;33;;       2,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/346068.jpg
346073;FSK-Aufkleber FSK: INFO weiß 100-er Pack INFO-Programm gemäß §14 JuSchG;Multiplattform;Multiplattform;;Diverse;J;       0;;33;;       2,99;;     9,99;     9,99;;;;  1;;;19.03.2010;Sonderposten;1;https://bilderserver.vitrex.de/346073.jpg
347406;Mario Kart 7  3DS;3DS Software;3DS;Rennspiel;Nintendo;J;       6;;o.A.;0045496521257;      31,19;TOP1;    44,99;    44,99;;;;;88% M!Games 132011<BR><BR>Auf die Plätze, fertig, Spaß! Mario Kart 7 ist der <BR> Rennspaß für bis zu acht Personen. Dabei lassen sich die <BR> Karts individuell tunen, um so maximalen Spaß <BR> herauszuholen. Und das zu Lande in der Luft und im Wasser! <BR> Die Fahrer lassen entweder ihren Lieblingscharakter aus <BR> dem Pilzkönigreich oder ihren Mii-Charakter über die Piste <BR> wetzen. <BR><BR>Jede Menge neuer Strecken garantieren in Kombination mit <BR> den einzigartigen 3D-Grafiken ein Rennerlebnis, bei dem <BR> die Langeweile garantiert auf der Strecke bleibt! Dabei <BR> kommt sowohl die StreetPass als auch die SpotPass Funktion <BR> des Nintendo 3DS zum Einsatz.<BR><BR>FEATURES:<BR><BR>- Rennspaß zu Lande und ganz neu: auch im Wasser und in <BR> der Luft.<BR><BR>- Beherrsche das Rennen durch individualisierbare Karts.<BR><BR>- 16 komplett neue Strecken und eine Auswahl der besten <BR> Klassik Strecken mit neuen Überraschungen.<BR><BR>- Spielspaß für bis zu acht Spieler gleichzeitig  ob lokal <BR> oder online.<BR><BR>- Neben den beliebten Charakteren aus dem Mario Universum <BR> können auch die eigenen Mii-Charaktere an den Start gehen.<BR><BR>- Steuerung dank der Bewegungssensoren des Nintendo 3DS <BR> wie mit einem Lenkrad.<BR><BR>- Unterstützt die StreetPass und SpotPass Funktion des <BR> Nintendo 3DS.<BR><BR>;;02.12.2011;Nintendo;1;https://bilderserver.vitrex.de/347406.jpg
361118;Sims  3   3DS  Budget;3DS Software;3DS;Simulation;Electronic Arts;J;       0;;6;4012160080019;      18,30;;    25,00;    25,00;;;;;Spiele Schicksal!<BR>Zum allerersten Mal hast du mit Die Sims 3 für den <BR> Nintendo 3DS jetzt die Möglichkeit, eine vollständige <BR> Lebenssimulation für Handheld in 3D zu erleben! Die <BR> Schöpfer der weltweit beliebtesten Lebenssimulation haben <BR> nun Die Sims 3 für eine komplette 3D Welt optimiert. Du <BR> kannst Sims mit einzigartigen Persönlichkeiten erstellen, <BR> ihre Wünsche erfüllen und ihr Leben in einer lebendigen <BR> Nachbarschaft lenken. Mit Karma-Punkten kannst du außerdem <BR> Karma-Kräfte freischalten und ihre erstaunliche Wirkung <BR> auf die Sims anwenden. Im Verlauf ihres Lebens bauen deine <BR> Sims Beziehungen auf und durchlaufen unterschiedliche <BR> Karrieren, um neue Objekte, Outfits und verschiedene <BR> Belohnungen freizuschalten!<BR><BR>Features:<BR>- Erste vollständige Lebenssimulation von Die Sims für <BR> Nintendo 3DS! Du kannst alle möglichen Sims erstellen und <BR> ihr Leben lenken. Spiele mit mehreren Sims eines Haushalts <BR> und genieße die besonderen Momente ihres Lebens, wenn sie <BR> mit ihrer Umwelt interagieren.<BR>- Erstelle einen Sim nach deinem eigenen Abbild! Nutze die <BR> 3DS-Kamera, um dich zu fotografieren und dich selbst als <BR> Sim zu erschaffen. Mit dem Touchpen kannst du die <BR> Gesichtszüge deiner Sims formen, Frisur und Kleidung für <BR> sie auswählen und ihre Persönlichkeit bestimmen.<BR>- Sims mit Freunden teilen! Über den Nintendo StreetPass <BR> kannst du Sims mit deinen 3DS-Freunden teilen!<BR>- Mit den Sims an unterschiedliche Orte reisen! Du kannst <BR> mit deinen Sims an unterschiedliche Orte reisen. Dabei <BR> handelt es sich um einzigartige Reiseziele, die <BR> Community-Features und bebaubare Grundstücke enthalten.<BR>- Brandneue Wundermodus-Kräfte freischalten. Du kannst <BR> jetzt ultimative Macht über deine Sims ausüben, indem du <BR> direkt mit dem 3DS-Handheld interagierst. Pustest du in <BR> das Gerät, umschwirren Schmetterlinge die Sims. Ein <BR> Erdbeben wird ausgelöst, indem du das Handheld schüttelst. <BR> Das alles hängt von der Menge der vorhandenen Karma-Punkte <BR> ab! <BR>;;05.06.2012;Sonderposten;1;https://bilderserver.vitrex.de/361118.jpg
361863;New Super Mario Bros. 2  3DS;3DS Software;3DS;Jump'N Run;Nintendo;J;       0;;o.A.;0045496522612;      31,19;TOP1;    44,99;    44,99;;;;;Mario im Goldrausch: Münzen sammeln, brüderlich teilen mit <BR> Luigi im Mehrspieler-Modus und neues Equipment entdecken <BR> in New Super Mario Bros. 2<BR><BR>- Super Mario erlebt neue Welten in New Super Mario Bros. <BR> 2!<BR>- 2D-Level: Zum Bersten voll mit goldenen Münzen und <BR> Gegnern!<BR>- Spielmodi Münzenrausch sorgt für Spielvergnügen, das <BR> Gold wert ist.<BR>- Brüderlich geteilt: Mario und Luigi zusammen in einem <BR> Level im Mehrspieler-Modus.<BR>- Beliebtes und neues Equipment: Fliegen und springen wie <BR> nie!<BR><BR>Der Spaß ist Gold wert! Goldfeinde ziehen eine Münz-Spur <BR> hinter sich her, Höhlen voller Edelmetall warten darauf, <BR> ausgehoben zu werden und in jedem Level ist es möglich, <BR> mittels eines Goldrings Gegner in Klimpermünzen zu <BR> verwandeln. In diesem neuen Mario Abenteuer gilt es jetzt <BR> nicht mehr nur die entführte Prinzessin zu befreien, <BR> sondern auch so viel Gold wie möglich einzuheimsen. Dank <BR> der Flugfähigkeiten nach aufsammeln neuer Items können nun <BR> auch neue Wege genommen werden. Auch gemeinsam! Im lokalen <BR> kabellosen Netzwerk stürmen Mario und Luigi zusammen durch <BR> die glänzenden neuen Level, die im 2D-Stil gehalten sind! <BR>;;17.08.2012;Nintendo;1;https://bilderserver.vitrex.de/361863.jpg
362829;3DSXL Dual Screen Protection Kit;3DS Zubehör;3DS;Zubehör;Bigben Interactive;J;       0;;33;3499550307627;       2,68;;     4,99;     4,99;;;;  1;Bildschirmschutzfolien-Set für Nintendo 3DS XL<BR>- Dicke und unflexible Folie zum Schutz des oberen <BR> Bildschirms.<BR>- Dünne und flexible Folie zum Schutz des Touchscreens.<BR>- Antistatisches Reinigungstuch <BR>;;20.08.2012;Bigben Interactive GmbH;1;https://bilderserver.vitrex.de/362829.jpg
364340;3DS Tasche Mario   3DS14 DSL + DSi + 3DS;3DS Zubehör;3DS;Zubehör;Bigben Interactive;J;       0;;33;0663293104819;       5,38;;     9,99;     9,99;;;;  1;Offiziell lizenzierte Mario-Tasche für Nintendo DS Lite  <BR> DSi  3DS<BR>- Hochwertiges und strapazierfähiges Stoff Etui mit <BR> Reißverschluss<BR>- Elastische Schlaufe, die das Gerät fest in der Tasche <BR> sichert<BR>- Stauraum für 3 Spiele und 3 zusätzliche Ersatzstifte<BR>- Trageschlaufe <BR>;;05.10.2012;Bigben Interactive GmbH;1;https://bilderserver.vitrex.de/364340.jpg
365560;Rocksmith Kabel (Zubehör);Multiplattform;Multiplattform;Zubehör;Ubi Soft;J;      75;;33;3307215640340;      20,28;;    29,99;    29,99;;;;  1;Mit dem Rocksmith Real Tone Cable kannst du jede Gitarre <BR> und jeden Bass an deine Xbox 360, dein PlayStation3-System <BR> oder deinen Windows-PC anschließen.<BR><BR>- Ermöglicht es dir, dein Instrument direkt an deinen <BR> Computer anzuschließen und mit 48 kHz aufzuzeichnen.<BR>- Ermöglicht gemeinsames, kooperatives Spielen von <BR> Rocksmith mit geteiltem Bildschirm.<BR>- Das einzigartige Design ermöglicht ein schnelles <BR> Abziehen der Gitarre von der Spielkonsole oder dem <BR> Windows-PC, um den Schutz der Ausstattung und der Hardware <BR> zu garantieren.<BR><BR>Kompatibel mit Rocksmith<BR>Erlebe Rocksmith - das erste und einzige Videospiel, bei <BR> dem du eine echte Gitarre oder einen Bass anschließen <BR> kannst. Rocksmith passt sich automatisch deinen <BR> persönlichen Fähigkeiten an und fordert erfahrene Musiker <BR> ebenso heraus wie alle, die in ihrem Leben noch nie zuvor <BR> eine Gitarre oder einen Bass in der Hand hatten.<BR><BR>Geeignet für alle Bässe und Gitarren<BR>-Gitarre oder Bass mit 6,35-mm-Klinkenstecker-Ausgang <BR> erforderlich. Zum Spielen auf Xbox 360, PlayStation 3 und <BR> PC ist die Rocksmith-Software erforderlich.<BR>- Enthält keine Aufnahme- oder Musiksoftware für den PC.<BR><BR>Hinweis: Das Spiel ist in dieser Verpackung nicht <BR> enthalten<BR>;;23.10.2012;Ubisoft GmbH;1;https://bilderserver.vitrex.de/365560.jpg
368213;SW  Old Republic Online  Cartel Points 2400 Points   Star Wars;Geld-u. Zeitkarten;;Online Games;Electronic Arts;J;     600;;33;5035224111541;      11,67;;    16,99;    16,99;;;;  1;2400 Kartellmünzen + exklusives InGame-Haustier<BR><BR>Kartellmünzen sind die neue virtuelle Währung in STAR <BR> WARS: THE OLD REPUBLIC. Damit kannst du Gegenstände, <BR> dienste und Inhalte im Spiel kaufen, um dein Spielerlebnis <BR> individuell zu gestalten und erweiterten Zugang zum Spiel <BR> erhalten.<BR><BR>Füge deinem Benutzerkonto jetzt 2400 kartellmünzen hinzu <BR> und erhalte ein exklusives Haustier, das dir als treuer <BR> Begleiter bei deinen Abenteuern folgt.<BR><BR>Durch kauf und einlösen dieser Karte erhältst du im Spiel <BR> außerdem den bevorzugten Spielerstatus. <BR>;;21.02.2013;Electronic Arts GmbH;1;https://bilderserver.vitrex.de/368213.jpg
371408;FF 14  PRE-PAID-CARD  60 Tage Final Fantasy  60 Tage;Geld-u. Zeitkarten;;Zubehör;Square Enix;J;       0;;tba;5021290057685;      16,60;;    25,98;    25,98;;;;  1;Die Prepaid Game Card ist eine komfortable <BR> Zahlungsmethode, um 60 Tage lang Final Fantasy XIV - A <BR> Realm Reborn spielen zu können. Folgen Sie den <BR> beiliegenden Anweisungen und in wenigen Minuten sind Sie <BR> wieder spielbereit. Nach Ablauf der 60 Tage fallen erneut <BR> Abonnementgebühren an. Zum Spielen wird die Vollversion <BR> von Final Fantasy XIV - A Realm Reborn und eine <BR> Internetverbindung benötigt.<BR><BR>Die Final Fantasy XIV - A Realm Reborn Pre-Paid Card ist <BR> für PC und PS3. <BR>;;27.08.2013;Koch Media GmbH;1;https://bilderserver.vitrex.de/371408.jpg
371948;SNES Netzteil für Super Nintendo;N64 Zubehör;N64;Zubehör;Eaxus;J;       0;;33;4260183018124;       4,40;;     6,99;     6,99;;;;  1;Technische Details:<BR>- Input: AC 220V 50 Hz<BR>- Output: DC 9V-1A<BR>- Plattform: Nintendo SNES<BR>- Farbe: Schwarz <BR>;;15.01.2000;Sonderposten;1;https://bilderserver.vitrex.de/371948.jpg
372364;Euro Truck Simulator 2  PC ADDON 1 Going East;PC Software;PC;Mission CD;Astragon;J;       0;;o.A.;4032222441572;       6,70;A;     9,99;     9,99;;;;  1;Herzlich willkommen in Osteuropa. Neue Landstriche, <BR> detaillierte Städte und osteuropäisches Flair erwarten Sie <BR> in diesem Erweiterungspack für den erfolgreichen Euro <BR> Truck Simulator 2. Genießen Sie die weiten Landschaften, <BR> ein vollkommen neues Straßennetz und die tollen, neuen, <BR> osteuropäischen Städte. Erweitern Sie Ihr Euro Truck <BR> Simulator 2 Erlebnis mit diesem großartigen Add-On <BR> (Basisversion Euro Truck Simulator 2 wird zum Spielen <BR> benötigt, nicht in dieser Box enthalten!)<BR><BR>Features:<BR>- 13 neue Städte<BR>- 4 neue Länder<BR>- Polen, Tschechien, Ungarn und die Slovakei<BR>- Riesiges, neues Straßennetz <BR>;;20.09.2013;Astragon Sales & Services GmbH;1;https://bilderserver.vitrex.de/372364.jpg
373451;Truck Simulator On the Road  PC LKW;PC Software;PC;Simulation;NBG;J;       0;;o.A.;4015918127936;      20,32;B;    29,99;    29,99;;;;  1;On the Road ist eine realistische Truck-Simulation des <BR> Entwicklerteams toxtronyx für den PC.<BR><BR>Etwa 6.000 km Autobahn und über 600 km Landstraße <BR> versprechen viele Stunden Fahrvergnügen auf deutschen <BR> Straßen. In On the Road werden die Streckennetze im <BR> Maßstab 1:10 dargestellt. Dank der Kooperation mit MAN <BR> konnten die LKW Modelle TGX Efficient Line2 und TGX D38 <BR> detailreich und exakt nachempfunden werden.<BR><BR>Das Interieur sowie das Fahrverhalten der Trucks sorgen <BR> für ein authentisches Fahrerlebnis.<BR><BR>Über 35 nachgebaute Autobahnkreuze, -raststätten, <BR> idyllische Landstraßen und anspruchsvoller Stadtverkehr <BR> bieten dem virtuellen LKW-Fahrer ein abwechslungsreiches <BR> Umfeld.<BR><BR>Innerhalb des komplexen Wirtschaftssystems hat der Spieler <BR> die Möglichkeit, seine eigene Spedition aufzubauen. Als <BR> Spediteur entscheidet er, welche Aufträge angenommen <BR> werden sollen und stellt dementsprechend Fahrer ein.<BR><BR>Wenn die Spedition erfolgreich läuft, können zusätzliche <BR> Fahrzeuge (inklusive Anhänger) erworben werden und besser <BR> oder einfacher ausgestattet werden.<BR><BR>Abgerundet wird dieser neue Truck-Simulator durch viele <BR> Sehenswürdigkeiten in- und außerhalb der Städte. <BR> Originalfunktionen wie Bordcomputer, Retarder, <BR> Transaktionskontrolle und realistische LKWs mit Anhänger <BR> sind weitere Herausforderungen für junge und alte <BR> PC-Trucker.<BR>Highlights:<BR><BR>-Verschiedenartige Baustellen mit umfangreichen <BR> Aufgabenstellungen, wie:<BR>Bodenplatte, Ein-Mehrfamilienhaus, original Hanlo <BR> Leichtbauhäuser, Keller, Grube für Tankanlage, <BR> Verwaltungsbau oder Achterbahn.<BR><BR>-Client-Server-basierte MMOG-Spielumgebung<BR>-Multiplayer-Mode für das Arbeiten im Team: Wenn <BR> gewünscht, können Teams in abschließbaren Welten spielen, <BR> um ungestört zu bleiben <BR>;;14.11.2019;NBG Handel u. Verlag AG;1;https://bilderserver.vitrex.de/373451.jpg
